customer_id,total_spent,customer_segment,Churn_Probability,Revenue_At_Risk
C057045,547.18,New,0.68,372.08
C011952,12398.14,VIP,0.03,371.94
C023985,774.72,VIP,0.48,371.87
C064151,4130.86,New,0.09,371.78
C079723,978.36,New,0.38,371.78
C012790,371.73,New,1.0,371.73
C042123,1126.41,New,0.33,371.72
C026874,375.32,Returning,0.99,371.57
C004125,375.3,Returning,0.99,371.55
C036353,464.43,Returning,0.8,371.54
C034934,371.36,VIP,1.0,371.36
C033563,7426.69,VIP,0.05,371.33
C095979,18563.68,VIP,0.02,371.27
C073898,371.23,Returning,1.0,371.23
C010818,378.79,VIP,0.98,371.21
C008951,374.91,Returning,0.99,371.16
C044971,394.47,VIP,0.94,370.8
C013236,494.37,VIP,0.75,370.78
C029827,12356.09,New,0.03,370.68
C046656,2850.4,Returning,0.13,370.55
C006684,374.17,VIP,0.99,370.43
C050719,381.71,Loyal,0.97,370.26
C079411,2644.38,Returning,0.14,370.21
C088628,377.6,New,0.98,370.05
C017893,415.73,New,0.89,370.0
C077699,2055.1,VIP,0.18,369.92
C028343,369.68,Returning,1.0,369.68
C052895,388.87,VIP,0.95,369.43
C061028,376.95,VIP,0.98,369.41
C061318,369.29,VIP,1.0,369.29
C012321,369.21,Loyal,1.0,369.21
C002768,414.83,VIP,0.89,369.2
C046467,6152.45,Loyal,0.06,369.15
C006319,396.76,Loyal,0.93,368.99
C012715,368.9,Loyal,1.0,368.9
C014857,670.63,New,0.55,368.85
C045687,392.31,New,0.94,368.77
C096190,1117.34,VIP,0.33,368.72
C033686,368.65,VIP,1.0,368.65
C017821,12283.45,New,0.03,368.5
C081025,372.22,New,0.99,368.5
C036141,368.45,Loyal,1.0,368.45
C082709,368.38,New,1.0,368.38
C018750,371.99,New,0.99,368.27
C058775,400.26,New,0.92,368.24
C028962,379.47,Loyal,0.97,368.09
C028457,735.62,Returning,0.5,367.81
C079107,1081.53,VIP,0.34,367.72
C087998,6128.2,Returning,0.06,367.69
C089333,371.36,Loyal,0.99,367.65
C037120,476.79,VIP,0.77,367.13
C049406,386.21,Loyal,0.95,366.9
C060285,374.39,New,0.98,366.9
C089405,9172.14,Loyal,0.04,366.89
C065583,4582.56,Returning,0.08,366.6
C071585,964.72,Loyal,0.38,366.59
C048954,452.49,New,0.81,366.52
C001365,665.79,Loyal,0.55,366.18
C048764,425.7,VIP,0.86,366.1
C022993,2285.74,VIP,0.16,365.72
C099837,377.0,Returning,0.97,365.69
C007210,369.3,Returning,0.99,365.61
C012072,1218.66,VIP,0.3,365.6
C086155,369.28,Loyal,0.99,365.59
C057793,384.76,Loyal,0.95,365.52
C046954,388.84,VIP,0.94,365.51
C066511,716.43,New,0.51,365.38
C086022,368.96,Loyal,0.99,365.27
C050440,500.24,Returning,0.73,365.18
C080277,434.38,VIP,0.84,364.88
C004514,18243.3,Loyal,0.02,364.87
C091061,375.81,Loyal,0.97,364.54
C045949,371.92,Loyal,0.98,364.48
C037689,364.4,Returning,1.0,364.4
C062487,4048.87,Loyal,0.09,364.4
C018295,375.51,Returning,0.97,364.24
C045422,498.84,Loyal,0.73,364.15
C076555,375.27,VIP,0.97,364.01
C060249,383.16,Returning,0.95,364.0
C067710,363.99,Loyal,1.0,363.99
C013815,383.03,Loyal,0.95,363.88
C027904,387.11,New,0.94,363.88
C014345,6062.2,Returning,0.06,363.73
C015244,363.51,VIP,1.0,363.51
C023655,908.65,Loyal,0.4,363.46
C059881,432.68,Returning,0.84,363.45
C035481,2421.95,VIP,0.15,363.29
C039691,366.76,New,0.99,363.09
C008064,386.21,Loyal,0.94,363.04
C052758,7257.61,Returning,0.05,362.88
C051699,684.43,VIP,0.53,362.75
C007300,377.85,Returning,0.96,362.74
C038029,636.25,New,0.57,362.66
C066425,2788.53,VIP,0.13,362.51
C077629,624.88,VIP,0.58,362.43
C013644,6040.53,New,0.06,362.43
C045686,373.33,VIP,0.97,362.13
C050772,362.08,Loyal,1.0,362.08
C077509,6033.48,New,0.06,362.01
C051556,2128.63,Loyal,0.17,361.87
C004932,5167.89,Returning,0.07,361.75
C083555,361.61,New,1.0,361.61
C084126,372.59,New,0.97,361.41
C029810,380.13,VIP,0.95,361.12
C004493,3278.83,New,0.11,360.67
C041623,371.77,Returning,0.97,360.62
C015882,375.54,Returning,0.96,360.52
C028336,391.82,Loyal,0.92,360.47
C068390,439.32,Returning,0.82,360.24
C064128,360.17,Loyal,1.0,360.17
C095775,600.24,Loyal,0.6,360.14
C060961,359.97,New,1.0,359.97
C022951,2999.57,New,0.12,359.95
C085131,408.93,Returning,0.88,359.86
C064253,359.82,New,1.0,359.82
C030380,367.02,Loyal,0.98,359.68
C033287,817.4,Returning,0.44,359.66
C085547,390.89,Returning,0.92,359.62
C008711,363.22,VIP,0.99,359.59
C021125,378.52,Returning,0.95,359.59
C092717,536.4,Returning,0.67,359.39
C069566,653.21,VIP,0.55,359.27
C023081,11974.37,Returning,0.03,359.23
C011734,359.05,New,1.0,359.05
C042706,3989.37,VIP,0.09,359.04
C031200,969.7,Returning,0.37,358.79
C039651,366.07,Returning,0.98,358.75
C059040,4483.33,New,0.08,358.67
C081287,358.66,Loyal,1.0,358.66
C037663,365.65,New,0.98,358.34
C093717,385.23,Returning,0.93,358.26
C076636,7164.97,New,0.05,358.25
C085809,1790.69,Returning,0.2,358.14
C008131,369.18,VIP,0.97,358.1
C016758,361.64,VIP,0.99,358.02
C071024,1052.91,Returning,0.34,357.99
C011864,2105.24,Returning,0.17,357.89
C007664,476.99,VIP,0.75,357.74
C037524,2980.85,Loyal,0.12,357.7
C090066,357.61,Loyal,1.0,357.61
C075166,627.27,New,0.57,357.54
C029418,2749.91,Loyal,0.13,357.49
C054892,1787.26,Returning,0.2,357.45
C089802,361.01,New,0.99,357.4
C040607,368.44,VIP,0.97,357.39
C014895,576.41,Returning,0.62,357.37
C028522,17867.99,Returning,0.02,357.36
C017920,357.36,Returning,1.0,357.36
C003355,368.07,Loyal,0.97,357.03
C079963,375.74,VIP,0.95,356.95
C004865,2229.74,Loyal,0.16,356.76
C086401,367.77,Returning,0.97,356.74
C025099,7133.98,Returning,0.05,356.7
C035297,400.77,VIP,0.89,356.69
C092253,2971.62,Returning,0.12,356.59
C039692,4457.43,VIP,0.08,356.59
C047241,379.33,VIP,0.94,356.57
C074506,356.46,Loyal,1.0,356.46
C030232,363.66,VIP,0.98,356.39
C045120,363.51,Returning,0.98,356.24
C079098,356.08,Loyal,1.0,356.08
C000986,3558.49,Returning,0.1,355.85
C041625,1616.9,VIP,0.22,355.72
C017165,711.32,New,0.5,355.66
C052259,370.45,Loyal,0.96,355.63
C003432,1077.56,Loyal,0.33,355.59
C072480,359.13,VIP,0.99,355.54
C032940,11845.45,Returning,0.03,355.36
C057348,3550.66,VIP,0.1,355.07
C032018,7099.78,Loyal,0.05,354.99
C049662,1972.07,Returning,0.18,354.97
C096252,377.5,VIP,0.94,354.85
C003654,358.33,Loyal,0.99,354.75
C041267,361.82,VIP,0.98,354.58
C090255,354.36,New,1.0,354.36
C049483,376.6,Loyal,0.94,354.0
C079082,707.92,Loyal,0.5,353.96
C044932,7075.53,New,0.05,353.78
C084442,2720.83,Loyal,0.13,353.71
C020981,7073.87,VIP,0.05,353.69
C061850,620.18,VIP,0.57,353.5
C016265,364.3,Returning,0.97,353.37
C013095,7066.91,Returning,0.05,353.35
C072270,5041.64,Returning,0.07,352.91
C090076,1008.2,Returning,0.35,352.87
C080496,360.01,VIP,0.98,352.81
C038626,396.37,Loyal,0.89,352.77
C097413,359.92,Returning,0.98,352.72
C025654,359.83,Returning,0.98,352.63
C007068,11754.46,Loyal,0.03,352.63
C095502,2350.47,Returning,0.15,352.57
C080582,352.5,Returning,1.0,352.5
C005565,440.52,Returning,0.8,352.42
C061310,355.82,Returning,0.99,352.26
C069511,359.37,Loyal,0.98,352.18
C063680,482.32,Loyal,0.73,352.09
C099034,355.55,Loyal,0.99,351.99
C080356,11730.31,Returning,0.03,351.91
C077050,879.51,New,0.4,351.8
C032815,366.11,Loyal,0.96,351.47
C064049,5020.47,Loyal,0.07,351.43
C068272,358.54,Returning,0.98,351.37
C054176,354.89,VIP,0.99,351.34
C007925,362.18,New,0.97,351.31
C046797,11708.71,Returning,0.03,351.26
C040323,8769.99,Loyal,0.04,350.8
C077936,354.32,Loyal,0.99,350.78
C072267,11692.7,Returning,0.03,350.78
C026558,369.24,VIP,0.95,350.78
C009925,427.68,Returning,0.82,350.7
C047869,2337.96,VIP,0.15,350.69
C080353,354.11,Returning,0.99,350.57
C062890,354.09,VIP,0.99,350.55
C035577,372.86,Returning,0.94,350.49
C084824,922.01,Loyal,0.38,350.36
C062157,854.27,New,0.41,350.25
C039404,1129.73,Loyal,0.31,350.22
C000257,360.87,Loyal,0.97,350.04
C035125,353.58,Loyal,0.99,350.04
C087038,353.5,New,0.99,349.96
C090343,2185.88,New,0.16,349.74
C078558,356.85,VIP,0.98,349.71
C036005,3491.6,Returning,0.1,349.16
C004619,4364.49,VIP,0.08,349.16
C055204,447.59,Returning,0.78,349.12
C066247,363.49,Returning,0.96,348.95
C030835,4360.49,New,0.08,348.84
C039763,1202.77,New,0.29,348.8
C012563,4360.02,Loyal,0.08,348.8
C094913,1835.42,VIP,0.19,348.73
C026474,352.17,Loyal,0.99,348.65
C080513,590.28,New,0.59,348.27
C005904,351.63,VIP,0.99,348.11
C024114,3865.83,VIP,0.09,347.92
C046915,370.1,VIP,0.94,347.89
C001256,347.76,New,1.0,347.76
C077803,351.13,Returning,0.99,347.62
C053435,482.71,VIP,0.72,347.55
C030212,347.54,Returning,1.0,347.54
C046308,354.58,New,0.98,347.49
C037189,1198.04,Loyal,0.29,347.43
C071257,347.33,Loyal,1.0,347.33
C050658,11573.49,Returning,0.03,347.2
C070088,2314.2,Returning,0.15,347.13
C045510,357.77,VIP,0.97,347.04
C080063,17347.93,Loyal,0.02,346.96
C017618,428.28,Loyal,0.81,346.91
C031777,346.86,New,1.0,346.86
C016788,422.95,VIP,0.82,346.82
C032103,376.84,Loyal,0.92,346.69
C024278,346.61,New,1.0,346.61
C078939,357.2,VIP,0.97,346.48
C033863,346.41,VIP,1.0,346.41
C046444,2037.6,VIP,0.17,346.39
C076402,2664.45,Loyal,0.13,346.38
C001939,1154.13,VIP,0.3,346.24
C061892,368.3,New,0.94,346.2
C064727,1153.82,New,0.3,346.15
C094407,349.64,Loyal,0.99,346.14
C053043,8653.23,New,0.04,346.13
C084611,416.92,VIP,0.83,346.04
C023357,349.47,Loyal,0.99,345.98
C009680,360.38,New,0.96,345.96
C072290,345.69,VIP,1.0,345.69
C074304,1920.52,Loyal,0.18,345.69
C064775,3838.38,Loyal,0.09,345.45
C001403,345.22,New,1.0,345.22
C028945,932.84,New,0.37,345.15
C094655,4929.46,VIP,0.07,345.06
C087586,363.09,Returning,0.95,344.94
C095012,565.21,New,0.61,344.78
C049780,396.25,Loyal,0.87,344.74
C025202,359.09,Returning,0.96,344.73
C003236,8616.79,Loyal,0.04,344.67
C077219,415.22,Returning,0.83,344.63
C056433,984.46,VIP,0.35,344.56
C005223,425.01,VIP,0.81,344.26
C041697,354.54,Returning,0.97,343.9
C015599,358.17,Loyal,0.96,343.84
C047806,490.83,Loyal,0.7,343.58
C029171,350.44,Loyal,0.98,343.43
C016518,357.73,Loyal,0.96,343.42
C085778,354.01,Loyal,0.97,343.39
C037900,365.27,New,0.94,343.35
C077951,346.69,Returning,0.99,343.22
C027615,346.68,Returning,0.99,343.21
C081937,3429.21,New,0.1,342.92
C021333,360.91,New,0.95,342.86
C003497,476.17,VIP,0.72,342.84
C008214,6856.46,VIP,0.05,342.82
C084697,349.81,Loyal,0.98,342.81
C033803,1558.02,New,0.22,342.76
C072112,6853.79,New,0.05,342.69
C012490,346.12,Returning,0.99,342.66
C026113,356.92,New,0.96,342.64
C078356,353.06,Loyal,0.97,342.47
C059921,622.36,Loyal,0.55,342.3
C014116,1900.75,Returning,0.18,342.14
C000143,352.7,VIP,0.97,342.12
C078089,5701.81,Returning,0.06,342.11
C071717,348.7,Loyal,0.98,341.73
C063261,923.29,New,0.37,341.62
C094743,1034.77,Returning,0.33,341.47
C018079,397.05,Loyal,0.86,341.46
C010352,578.71,Loyal,0.59,341.44
C098134,550.36,VIP,0.62,341.22
C033408,359.17,New,0.95,341.21
C077559,344.65,Loyal,0.99,341.2
C053273,741.72,Loyal,0.46,341.19
C080628,411.03,Returning,0.83,341.15
C078804,3099.8,New,0.11,340.98
C027924,340.89,VIP,1.0,340.89
C074255,355.05,New,0.96,340.85
C031597,4868.88,VIP,0.07,340.82
C093858,6814.17,VIP,0.05,340.71
C039119,567.78,New,0.6,340.67
C043798,347.39,New,0.98,340.44
C073566,391.25,VIP,0.87,340.39
C085451,11343.64,New,0.03,340.31
C054663,419.84,VIP,0.81,340.07
C063605,414.64,VIP,0.82,340.0
C023922,3399.85,VIP,0.1,339.98
C005534,5664.07,VIP,0.06,339.84
C082998,339.78,VIP,1.0,339.78
C076298,606.54,New,0.56,339.66
C095001,353.6,Loyal,0.96,339.46
C053042,565.73,Loyal,0.6,339.44
C001183,413.78,New,0.82,339.3
C093569,399.09,New,0.85,339.23
C033328,372.67,Returning,0.91,339.13
C031346,1211.05,Returning,0.28,339.09
C099218,376.74,VIP,0.9,339.07
C054951,339.02,Loyal,1.0,339.02
C022999,413.4,Returning,0.82,338.99
C041842,616.07,VIP,0.55,338.84
C045712,1694.05,Loyal,0.2,338.81
C040389,364.22,New,0.93,338.72
C016559,451.57,Returning,0.75,338.68
C073025,345.55,Returning,0.98,338.64
C065169,338.5,Returning,1.0,338.5
C061596,341.85,Returning,0.99,338.43
C058132,341.78,Returning,0.99,338.36
C016272,11273.5,VIP,0.03,338.2
C029257,348.52,Loyal,0.97,338.06
C047549,359.63,New,0.94,338.05
C097105,341.24,VIP,0.99,337.83
C041720,11260.2,Loyal,0.03,337.81
C004270,16881.52,New,0.02,337.63
C057939,341.02,Loyal,0.99,337.61
C002634,406.68,New,0.83,337.54
C081785,4218.17,Returning,0.08,337.45
C051736,340.76,VIP,0.99,337.35
C041086,5618.28,Returning,0.06,337.1
C056406,468.19,Returning,0.72,337.1
C036916,347.47,Returning,0.97,337.05
C093241,5617.32,New,0.06,337.04
C075473,2406.83,Loyal,0.14,336.96
C098974,6737.24,Returning,0.05,336.86
C057507,347.25,VIP,0.97,336.83
C038338,6736.36,VIP,0.05,336.82
C081227,358.08,VIP,0.94,336.6
C011888,391.23,Returning,0.86,336.46
C074042,350.27,Returning,0.96,336.26
C064787,350.26,Returning,0.96,336.25
C076150,350.12,New,0.96,336.12
C062976,4801.3,Loyal,0.07,336.09
C074540,3734.22,New,0.09,336.08
C064640,16800.53,Returning,0.02,336.01
C028952,335.99,New,1.0,335.99
C047150,339.27,VIP,0.99,335.88
C047568,357.23,New,0.94,335.8
C005375,373.07,New,0.9,335.76
C021397,342.59,VIP,0.98,335.74
C079389,353.21,Returning,0.95,335.55
C073155,349.46,Loyal,0.96,335.48
C016759,349.37,Returning,0.96,335.4
C094107,8379.91,VIP,0.04,335.2
C020764,338.57,Loyal,0.99,335.18
C041938,6703.63,VIP,0.05,335.18
C081211,335.09,New,1.0,335.09
C009194,360.25,VIP,0.93,335.03
C060009,465.2,New,0.72,334.94
C051641,1594.47,Returning,0.21,334.84
C004190,334.63,Returning,1.0,334.63
C071308,11147.08,Returning,0.03,334.41
C053201,6688.21,New,0.05,334.41
C017319,337.47,Returning,0.99,334.1
C003031,11125.4,Loyal,0.03,333.76
C041256,333.71,New,1.0,333.71
C050113,4767.12,Returning,0.07,333.7
C067781,4170.21,Returning,0.08,333.62
C071238,2223.97,VIP,0.15,333.6
C002221,347.28,New,0.96,333.39
C063578,336.7,Loyal,0.99,333.33
C009542,336.28,Returning,0.99,332.92
C041408,343.08,VIP,0.97,332.79
C087372,5542.63,VIP,0.06,332.56
C043345,377.88,New,0.88,332.53
C061396,353.56,VIP,0.94,332.35
C014132,6644.95,Returning,0.05,332.25
C006844,1845.77,Returning,0.18,332.24
C056443,897.93,Loyal,0.37,332.23
C004616,373.06,Loyal,0.89,332.02
C028031,5533.49,Loyal,0.06,332.01
C086771,373.03,VIP,0.89,332.0
C011681,353.14,Returning,0.94,331.95
C083915,335.18,New,0.99,331.83
C085496,360.6,Returning,0.92,331.75
C057993,335.01,Returning,0.99,331.66
C002100,338.14,New,0.98,331.38
C056418,3313.62,New,0.1,331.36
C031437,331.02,Loyal,1.0,331.02
C001520,337.77,Returning,0.98,331.01
C033740,2758.06,New,0.12,330.97
C035128,333.87,Returning,0.99,330.53
C011615,1652.58,Loyal,0.2,330.52
C091756,1377.15,New,0.24,330.52
C084765,347.91,Returning,0.95,330.51
C032632,340.72,Loyal,0.97,330.5
C012559,344.24,Returning,0.96,330.47
C016535,330.2,VIP,1.0,330.2
C040813,333.52,New,0.99,330.18
C040020,333.46,Returning,0.99,330.13
C006348,333.44,New,0.99,330.11
C066876,340.25,New,0.97,330.04
C011868,330.02,VIP,1.0,330.02
C017543,330.02,Loyal,1.0,330.02
C010046,2538.26,VIP,0.13,329.97
C062678,329.92,New,1.0,329.92
C047594,434.07,VIP,0.76,329.89
C023940,478.04,Returning,0.69,329.85
C082817,433.74,VIP,0.76,329.64
C070697,332.86,Returning,0.99,329.53
C091082,1938.31,Loyal,0.17,329.51
C091946,336.22,Loyal,0.98,329.5
C051555,354.26,New,0.93,329.46
C062650,382.93,Returning,0.86,329.32
C050087,332.64,Returning,0.99,329.31
C099719,997.82,Returning,0.33,329.28
C021007,350.3,New,0.94,329.28
C051063,731.45,VIP,0.45,329.15
C009070,396.34,Returning,0.83,328.96
C065339,342.25,Returning,0.96,328.56
C076805,342.19,Returning,0.96,328.5
C014393,1428.18,Returning,0.23,328.48
C043583,356.96,New,0.92,328.4
C046362,338.42,Loyal,0.97,328.27
C077206,334.92,Returning,0.98,328.22
C096475,331.41,VIP,0.99,328.1
C032696,328.04,Loyal,1.0,328.04
C099350,334.72,Returning,0.98,328.03
C055833,1424.86,New,0.23,327.72
C019254,2046.68,VIP,0.16,327.47
C034982,337.48,Loyal,0.97,327.36
C031635,327.27,VIP,1.0,327.27
C057213,337.04,New,0.97,326.93
C016825,333.55,Returning,0.98,326.88
C032505,330.13,VIP,0.99,326.83
C067458,336.93,Loyal,0.97,326.82
C049405,355.24,Loyal,0.92,326.82
C010549,666.95,Returning,0.49,326.81
C098463,333.47,VIP,0.98,326.8
C095678,3267.54,Loyal,0.1,326.75
C084058,5445.75,New,0.06,326.74
C089275,518.64,VIP,0.63,326.74
C035274,333.41,Returning,0.98,326.74
C045094,10891.07,VIP,0.03,326.73
C009756,572.71,New,0.57,326.44
C053450,1165.68,VIP,0.28,326.39
C076644,333.0,New,0.98,326.34
C026287,350.78,VIP,0.93,326.23
C025418,374.53,VIP,0.87,325.84
C001431,332.24,VIP,0.98,325.6
C053170,10852.79,Returning,0.03,325.58
C024555,383.0,New,0.85,325.55
C094452,2712.58,Loyal,0.12,325.51
C045194,353.73,VIP,0.92,325.43
C095716,349.6,Returning,0.93,325.13
C022507,331.76,New,0.98,325.12
C049418,373.63,Loyal,0.87,325.06
C046686,349.44,Loyal,0.93,324.98
C076335,445.17,Loyal,0.73,324.97
C053260,721.96,VIP,0.45,324.88
C055191,328.08,New,0.99,324.8
C065744,8118.03,Returning,0.04,324.72
C087086,6494.21,New,0.05,324.71
C099761,327.98,Loyal,0.99,324.7
C079940,324.6,Returning,1.0,324.6
C014794,1708.3,Loyal,0.19,324.58
C019311,324.51,VIP,1.0,324.51
C056833,484.15,VIP,0.67,324.38
C010103,337.71,VIP,0.96,324.2
C000096,327.46,Loyal,0.99,324.19
C057324,327.31,Returning,0.99,324.04
C026536,352.17,Returning,0.92,324.0
C065434,522.13,New,0.62,323.72
C091553,899.15,Returning,0.36,323.69
C090477,340.34,Loyal,0.95,323.32
C041963,333.32,Returning,0.97,323.32
C094074,329.84,Returning,0.98,323.24
C018064,329.8,Returning,0.98,323.2
C030154,380.1,Loyal,0.85,323.09
C021277,419.35,VIP,0.77,322.9
C070591,329.48,New,0.98,322.89
C026638,347.12,New,0.93,322.82
C065242,375.25,New,0.86,322.71
C023964,4608.99,Loyal,0.07,322.63
C049206,322.59,Loyal,1.0,322.59
C093486,335.95,Returning,0.96,322.51
C085878,1343.63,Returning,0.24,322.47
C045863,826.78,Returning,0.39,322.44
C074111,325.62,Loyal,0.99,322.36
C088074,366.18,VIP,0.88,322.24
C012773,407.78,New,0.79,322.15
C089018,1399.88,VIP,0.23,321.97
C024564,5364.11,New,0.06,321.85
C057771,519.05,Returning,0.62,321.81
C044148,495.07,New,0.65,321.8
C023687,2681.4,Loyal,0.12,321.77
C029450,406.96,Loyal,0.79,321.5
C078467,324.43,Loyal,0.99,321.19
C038805,2007.13,New,0.16,321.14
C026330,330.95,Loyal,0.97,321.02
C033404,324.22,New,0.99,320.98
C086234,6415.39,Returning,0.05,320.77
C022272,320.67,New,1.0,320.67
C074258,471.52,New,0.68,320.63
C064000,340.98,Loyal,0.94,320.52
C044236,3560.59,VIP,0.09,320.45
C004803,351.82,VIP,0.91,320.16
C037688,696.0,Returning,0.46,320.16
C099472,385.72,VIP,0.83,320.15
C055530,330.03,VIP,0.97,320.13
C030555,329.99,New,0.97,320.09
C008113,1032.56,Loyal,0.31,320.09
C054351,1102.95,VIP,0.29,319.86
C061677,343.91,Returning,0.93,319.84
C055376,319.83,VIP,1.0,319.83
C000329,1141.77,Loyal,0.28,319.7
C009827,710.42,VIP,0.45,319.69
C035965,343.64,Loyal,0.93,319.59
C029700,326.01,New,0.98,319.49
C032249,362.87,Loyal,0.88,319.33
C092414,1771.04,New,0.18,318.79
C040651,4553.88,New,0.07,318.77
C047984,408.6,Loyal,0.78,318.71
C093177,1180.38,Returning,0.27,318.7
C076210,321.67,VIP,0.99,318.45
C021443,10613.02,Loyal,0.03,318.39
C047758,353.67,Loyal,0.9,318.3
C038536,331.49,Returning,0.96,318.23
C087350,859.96,VIP,0.37,318.19
C096845,334.94,Loyal,0.95,318.19
C059522,324.65,VIP,0.98,318.16
C020275,859.79,New,0.37,318.12
C044659,361.39,Loyal,0.88,318.02
C061731,345.61,Returning,0.92,317.96
C077040,341.71,New,0.93,317.79
C001155,327.6,Loyal,0.97,317.77
C013044,453.95,Returning,0.7,317.76
C053550,327.49,VIP,0.97,317.67
C064081,2443.36,Returning,0.13,317.64
C022811,1134.28,VIP,0.28,317.6
C086252,352.8,VIP,0.9,317.52
C054945,320.48,Loyal,0.99,317.28
C034060,10575.77,New,0.03,317.27
C078155,344.67,New,0.92,317.1
C074690,3963.22,VIP,0.08,317.06
C019125,319.9,VIP,0.99,316.7
C012967,319.76,Loyal,0.99,316.56
C022530,316.32,New,1.0,316.32
C040461,351.23,Loyal,0.9,316.11
C049932,5268.21,VIP,0.06,316.09
C004560,4513.9,VIP,0.07,315.97
C012083,322.4,New,0.98,315.95
C049735,5265.8,Loyal,0.06,315.95
C044182,4513.29,Returning,0.07,315.93
C004452,315.82,New,1.0,315.82
C094616,2255.11,New,0.14,315.72
C050652,6312.99,VIP,0.05,315.65
C083011,335.71,VIP,0.94,315.57
C070920,346.52,VIP,0.91,315.33
C041097,6306.67,Returning,0.05,315.33
C071552,379.88,New,0.83,315.3
C017297,325.05,Returning,0.97,315.3
C015627,315.23,New,1.0,315.23
C086986,321.59,Returning,0.98,315.16
C003170,324.9,Returning,0.97,315.15
C032189,324.71,Returning,0.97,314.97
C008918,684.68,Loyal,0.46,314.95
C075855,318.12,Loyal,0.99,314.94
C085673,314.93,VIP,1.0,314.93
C092322,314.92,Returning,1.0,314.92
C021565,398.53,New,0.79,314.84
C088352,331.41,VIP,0.95,314.84
C094306,370.32,New,0.85,314.77
C028552,357.54,Loyal,0.88,314.64
C087227,345.71,Returning,0.91,314.6
C099887,317.73,VIP,0.99,314.55
C088685,5242.18,New,0.06,314.53
C096332,324.19,VIP,0.97,314.46
C023492,6288.38,New,0.05,314.42
C061606,442.8,VIP,0.71,314.39
C039906,320.65,VIP,0.98,314.24
C010651,345.25,VIP,0.91,314.18
C023153,345.21,Returning,0.91,314.14
C056878,628.11,Loyal,0.5,314.06
C096471,1426.65,Returning,0.22,313.86
C036855,4483.66,VIP,0.07,313.86
C026578,1494.36,VIP,0.21,313.82
C082299,330.3,Returning,0.95,313.78
C069809,6272.41,VIP,0.05,313.62
C088252,3919.71,Loyal,0.08,313.58
C031457,407.25,VIP,0.77,313.58
C054903,5222.05,Loyal,0.06,313.32
C063904,1566.1,Returning,0.2,313.22
C024574,1490.28,New,0.21,312.96
C068026,4467.24,New,0.07,312.71
C078699,2841.75,New,0.11,312.59
C072390,2403.13,New,0.13,312.41
C077720,315.46,Returning,0.99,312.31
C028517,358.92,New,0.87,312.26
C053728,3468.67,Loyal,0.09,312.18
C081074,335.67,New,0.93,312.17
C023609,354.69,Loyal,0.88,312.13
C073001,650.21,Loyal,0.48,312.1
C096666,321.68,VIP,0.97,312.03
C090299,331.89,VIP,0.94,311.98
C099451,2599.49,Loyal,0.12,311.94
C089352,318.3,New,0.98,311.93
C068628,311.82,VIP,1.0,311.82
C077485,1948.19,New,0.16,311.71
C091292,944.43,Loyal,0.33,311.66
C036790,4450.81,Loyal,0.07,311.56
C069189,3461.51,Loyal,0.09,311.54
C020804,362.13,Loyal,0.86,311.43
C053128,635.5,New,0.49,311.4
C039804,1415.27,VIP,0.22,311.36
C038352,314.24,New,0.99,311.1
C082730,311.06,Returning,1.0,311.06
C068251,310.92,New,1.0,310.92
C016911,323.72,VIP,0.96,310.77
C031057,7763.23,Loyal,0.04,310.53
C012752,323.34,VIP,0.96,310.41
C092417,313.46,Loyal,0.99,310.33
C011048,323.23,VIP,0.96,310.3
C062037,10336.31,VIP,0.03,310.09
C092925,319.68,Loyal,0.97,310.09
C029232,313.07,Returning,0.99,309.94
C091974,322.7,VIP,0.96,309.79
C050144,534.06,Returning,0.58,309.75
C073461,15484.9,Returning,0.02,309.7
C001967,1290.25,Loyal,0.24,309.66
C018823,309.66,New,1.0,309.66
C078802,312.75,Loyal,0.99,309.62
C009773,10318.63,VIP,0.03,309.56
C085750,2210.78,VIP,0.14,309.51
C089226,5157.81,Loyal,0.06,309.47
C052041,312.53,Returning,0.99,309.4
C083679,312.48,Returning,0.99,309.36
C065891,1717.88,Returning,0.18,309.22
C025239,308.89,New,1.0,308.89
C009409,3088.48,Loyal,0.1,308.85
C010899,315.13,Loyal,0.98,308.83
C005855,7717.02,Returning,0.04,308.68
C045393,331.84,New,0.93,308.61
C072019,1928.02,Returning,0.16,308.48
C099117,308.34,Returning,1.0,308.34
C067434,833.16,New,0.37,308.27
C037148,1467.89,Loyal,0.21,308.26
C012352,2201.8,New,0.14,308.25
C081017,311.31,Returning,0.99,308.2
C084715,7704.21,New,0.04,308.17
C053842,327.74,New,0.94,308.08
C067242,317.58,VIP,0.97,308.05
C023240,6160.89,VIP,0.05,308.04
C086641,504.92,New,0.61,308.0
C021110,1282.59,VIP,0.24,307.82
C047175,6153.11,Returning,0.05,307.66
C095266,307.47,New,1.0,307.47
C030189,316.98,VIP,0.97,307.47
C050741,15368.58,Loyal,0.02,307.37
C029335,2364.35,New,0.13,307.37
C089991,307.35,New,1.0,307.35
C006412,316.76,Loyal,0.97,307.26
C028013,326.85,Returning,0.94,307.24
C019834,1335.61,VIP,0.23,307.19
C093531,614.01,VIP,0.5,307.0
C079659,313.23,Returning,0.98,306.97
C020556,326.46,Returning,0.94,306.87
C093339,309.92,VIP,0.99,306.82
C086657,309.61,Returning,0.99,306.51
C046710,329.52,New,0.93,306.45
C020681,315.91,New,0.97,306.43
C050626,348.12,Loyal,0.88,306.35
